"measure","value","units","category","scenario","climset","period","strategy"
"Mean Annual Scott Flow",738.8394,"cfs","Water Delivery","CT","CMIP5",2030,"Reduce
Shasta
Scott
4degC"
"Mean Annual MWAT",79.7206,"degF","Water Quality","CT","CMIP5",2030,"Reduce
Shasta
Scott
4degC"
"Mean exceedence of MWAT - Poor",16.0406,"degF","Water Quality","CT","CMIP5",2030,"Reduce
Shasta
Scott
4degC"
"Frequency Meeting Dry Year Fish Targets Scott",70.5029,"% of Days","Ecological Resources","CT","CMIP5",2070,"Historical"
"Frequency Meeting Dry Year Fish Targets Shasta",56.8769,"% of Days","Ecological Resources","CT","CMIP5",2070,"Historical"
"Mean Annual Water Delivery to LKNWR",24.6143,"KAF","Ecological Resources","CT","CMIP5",2070,"Historical"
"Mean Annual Hydropower Generated (MW)",26741.1142,"MW","Hydropower","CT","CMIP5",2070,"Historical"
"Boyle Mean Spill Volume per Year",163.0602,"KAF","Hydropower","CT","CMIP5",2070,"Historical"
"Copco1 Mean Spill Volume per Year",186.3791,"KAF","Hydropower","CT","CMIP5",2070,"Historical"
"Iron Gate Mean Spill Volume per Year",533.8601,"KAF","Hydropower","CT","CMIP5",2070,"Historical"
"Boyle Mean Spill Days per Year",105.9,"days","Hydropower","CT","CMIP5",2070,"Historical"
"Copco1 Mean Spill Days per Year",42.8,"days","Hydropower","CT","CMIP5",2070,"Historical"
"Iron Gate Mean Spill Days per Year",170.3333,"days","Hydropower","CT","CMIP5",2070,"Historical"
"Freq of UKL Flood Control Release",44.1179,"Percent of Days","Flood Control","CT","CMIP5",2070,"Historical"
"Mean Ann UKL Flood Control Release Volume",224.4786,"KAF","Flood Control","CT","CMIP5",2070,"Historical"
"KenoReach Mean Ann Fishing Days",247.6667,"days","Recreation Fishing","CT","CMIP5",2070,"Historical"
"BoyleReach Mean Ann Fishing Days",154.9,"days","Recreation Fishing","CT","CMIP5",2070,"Historical"
"HellsCornerReach Mean Ann Fishing Days",220.4333,"days","Recreation Fishing","CT","CMIP5",2070,"Historical"
"IGScottReach Mean Ann Fishing Days",274.7333,"days","Recreation Fishing","CT","CMIP5",2070,"Historical"
"ScottSalmonReach Mean Ann Fishing Days",183.9667,"days","Recreation Fishing","CT","CMIP5",2070,"Historical"
"SalmonTrinityReach Mean Ann Fishing Days",213.9333,"days","Recreation Fishing","CT","CMIP5",2070,"Historical"
"TrinityOceanReach Mean Ann Fishing Days",252.9333,"days","Recreation Fishing","CT","CMIP5",2070,"Historical"
"KenoReach Mean Ann Boating Days",171.8,"days","Recreation Boating","CT","CMIP5",2070,"Historical"
"BoyleReach Mean Ann Boating Days",59,"days","Recreation Boating","CT","CMIP5",2070,"Historical"
"HellsCornerReach Mean Ann Boating Days",256,"days","Recreation Boating","CT","CMIP5",2070,"Historical"
"IGScottReach Mean Ann Boating Days",274.7333,"days","Recreation Boating","CT","CMIP5",2070,"Historical"
"ScottSalmonReach Mean Ann Boating Days",249.2333,"days","Recreation Boating","CT","CMIP5",2070,"Historical"
"SalmonTrinityReach Mean Ann Boating Days",213.9333,"days","Recreation Boating","CT","CMIP5",2070,"Historical"
"TrinityOceanReach Mean Ann Boating Days",252.9333,"days","Recreation Boating","CT","CMIP5",2070,"Historical"
"Mean Project Supply (Apr-Sep)",361.3104,"KAF","Water Delivery","CT","CMIP5",2070,"Historical"
"Mean Annual UKL Stg and Inflow",1377.9978,"KAF","Water Delivery","CT","CMIP5",2070,"Historical"
"Mean Annual Shasta Flow",187.6871,"cfs","Water Delivery","CT","CMIP5",2070,"Historical"
"Mean Annual Scott Flow",668.7854,"cfs","Water Delivery","CT","CMIP5",2070,"Historical"
"Mean Annual MWAT",75.7443,"degF","Water Quality","CT","CMIP5",2070,"Historical"
"Mean exceedence of MWAT - Poor",12.0643,"degF","Water Quality","CT","CMIP5",2070,"Historical"
"Frequency Meeting Dry Year Fish Targets Scott",69.7727,"% of Days","Ecological Resources","CT","CMIP5",2070,"Baseline"
"Frequency Meeting Dry Year Fish Targets Shasta",57.607,"% of Days","Ecological Resources","CT","CMIP5",2070,"Baseline"
"Mean Annual Water Delivery to LKNWR",14.0333,"KAF","Ecological Resources","CT","CMIP5",2070,"Baseline"
"Mean Annual Hydropower Generated (MW)",25147.6534,"MW","Hydropower","CT","CMIP5",2070,"Baseline"
"Boyle Mean Spill Volume per Year",341.6041,"KAF","Hydropower","CT","CMIP5",2070,"Baseline"
"Copco1 Mean Spill Volume per Year",374.9456,"KAF","Hydropower","CT","CMIP5",2070,"Baseline"
"Iron Gate Mean Spill Volume per Year",687.8628,"KAF","Hydropower","CT","CMIP5",2070,"Baseline"
"Boyle Mean Spill Days per Year",203.5333,"days","Hydropower","CT","CMIP5",2070,"Baseline"
"Copco1 Mean Spill Days per Year",51.2333,"days","Hydropower","CT","CMIP5",2070,"Baseline"
"Iron Gate Mean Spill Days per Year",135.2667,"days","Hydropower","CT","CMIP5",2070,"Baseline"
"Freq of UKL Flood Control Release",41.4712,"Percent of Days","Flood Control","CT","CMIP5",2070,"Baseline"
"Mean Ann UKL Flood Control Release Volume",311.3883,"KAF","Flood Control","CT","CMIP5",2070,"Baseline"
"KenoReach Mean Ann Fishing Days",241.4333,"days","Recreation Fishing","CT","CMIP5",2070,"Baseline"
"BoyleReach Mean Ann Fishing Days",163.2333,"days","Recreation Fishing","CT","CMIP5",2070,"Baseline"
"HellsCornerReach Mean Ann Fishing Days",253.4667,"days","Recreation Fishing","CT","CMIP5",2070,"Baseline"
"IGScottReach Mean Ann Fishing Days",276.7333,"days","Recreation Fishing","CT","CMIP5",2070,"Baseline"
"ScottSalmonReach Mean Ann Fishing Days",191.6,"days","Recreation Fishing","CT","CMIP5",2070,"Baseline"
"SalmonTrinityReach Mean Ann Fishing Days",220.3333,"days","Recreation Fishing","CT","CMIP5",2070,"Baseline"
"TrinityOceanReach Mean Ann Fishing Days",251.7333,"days","Recreation Fishing","CT","CMIP5",2070,"Baseline"
"KenoReach Mean Ann Boating Days",167.2,"days","Recreation Boating","CT","CMIP5",2070,"Baseline"
"BoyleReach Mean Ann Boating Days",51.3667,"days","Recreation Boating","CT","CMIP5",2070,"Baseline"
"HellsCornerReach Mean Ann Boating Days",173.3,"days","Recreation Boating","CT","CMIP5",2070,"Baseline"
"IGScottReach Mean Ann Boating Days",276.7333,"days","Recreation Boating","CT","CMIP5",2070,"Baseline"
"ScottSalmonReach Mean Ann Boating Days",243.3,"days","Recreation Boating","CT","CMIP5",2070,"Baseline"
"SalmonTrinityReach Mean Ann Boating Days",220.3333,"days","Recreation Boating","CT","CMIP5",2070,"Baseline"
"TrinityOceanReach Mean Ann Boating Days",251.7333,"days","Recreation Boating","CT","CMIP5",2070,"Baseline"
"Mean Project Supply (Apr-Sep)",361.6493,"KAF","Water Delivery","CT","CMIP5",2070,"Baseline"
"Mean Annual UKL Stg and Inflow",1381.3562,"KAF","Water Delivery","CT","CMIP5",2070,"Baseline"
"Mean Annual Shasta Flow",198.2554,"cfs","Water Delivery","CT","CMIP5",2070,"Baseline"
"Mean Annual Scott Flow",766.2631,"cfs","Water Delivery","CT","CMIP5",2070,"Baseline"
"Mean Annual MWAT",80.8357,"degF","Water Quality","CT","CMIP5",2070,"Baseline"
"Mean exceedence of MWAT - Poor",17.1557,"degF","Water Quality","CT","CMIP5",2070,"Baseline"
"Frequency Meeting Dry Year Fish Targets Scott",69.7727,"% of Days","Ecological Resources","CT","CMIP5",2070,"Add Flow
10%"
"Frequency Meeting Dry Year Fish Targets Shasta",57.607,"% of Days","Ecological Resources","CT","CMIP5",2070,"Add Flow
10%"
"Mean Percent of Annual Refuge Demand",14.71,"% of Years","Ecological Resources","CT","CMIP5",2070,"Add Flow
10%"
"Mean Annual Hydropower Generated (MW)",25147.6534,"MW","Hydropower","CT","CMIP5",2070,"Add Flow
10%"
"Boyle Mean Spill Volume per year",341.6041,"KAF","Hydropower","CT","CMIP5",2070,"Add Flow
10%"
"Copco1 Mean Spill Volume per year",374.9456,"KAF","Hydropower","CT","CMIP5",2070,"Add Flow
10%"
"Iron Gate Mean Spill Volume per year",687.8628,"KAF","Hydropower","CT","CMIP5",2070,"Add Flow
10%"
"Boyle Mean Spill Days per year",203.5333,"days","Hydropower","CT","CMIP5",2070,"Add Flow
10%"
"Copco1 Mean Spill Days per year",51.2333,"days","Hydropower","CT","CMIP5",2070,"Add Flow
10%"
"IronGate Mean Spill Days per year",135.2667,"days","Hydropower","CT","CMIP5",2070,"Add Flow
10%"
"Freq of UKL Flood Control Release",41.4712,"Percent of Days","Flood Control","CT","CMIP5",2070,"Add Flow
10%"
"Mean Ann UKL Flood Control Release Volume",311.3883,"KAF","Flood Control","CT","CMIP5",2070,"Add Flow
10%"
"KenoReach Mean Ann Fishing Days",241.4333,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
10%"
"BoyleReach Mean Ann Fishing Days",163.2333,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
10%"
"HellsCornerReach Mean Ann Fishing Days",253.4667,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
10%"
"IGScottReach Mean Ann Fishing Days",276.7333,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
10%"
"ScottSalmonReach Mean Ann Fishing Days",191.6,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
10%"
"SalmonTrinityReach Mean Ann Fishing Days",220.3333,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
10%"
"TrinityOceanReach Mean Ann Fishing Days",251.7333,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
10%"
"KenoReach Mean Ann Boating Days",167.2,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
10%"
"BoyleReach Mean Ann Boating Days",51.3667,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
10%"
"HellsCornerReach Mean Ann Boating Days",173.3,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
10%"
"IGScottReach Mean Ann Boating Days",276.7333,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
10%"
"ScottSalmonReach Mean Ann Boating Days",243.3,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
10%"
"SalmonTrinityReach Mean Ann Boating Days",220.3333,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
10%"
"TrinityOceanReach Mean Ann Boating Days",251.7333,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
10%"
"Mean Percent Full Supply (Apr-Sep)",92.7306,"%","Water Delivery","CT","CMIP5",2070,"Add Flow
10%"
"Mean Annual UKL Stg and Inflow",1381.3562,"KAF","Water Delivery","CT","CMIP5",2070,"Add Flow
10%"
"Mean Annual Shasta Flow",198.2554,"cfs","Water Delivery","CT","CMIP5",2070,"Add Flow
10%"
"Mean Annual Scott Flow",766.2631,"cfs","Water Delivery","CT","CMIP5",2070,"Add Flow
10%"
"Mean Annual MWAT",80.4251,"degF","Water Quality","CT","CMIP5",2070,"Add Flow
10%"
"Mean exceedence of MWAT - Poor",16.7451,"degF","Water Quality","CT","CMIP5",2070,"Add Flow
10%"
"Frequency Meeting Dry Year Fish Targets Scott",69.7727,"% of Days","Ecological Resources","CT","CMIP5",2070,"Add Flow
20%"
"Frequency Meeting Dry Year Fish Targets Shasta",57.607,"% of Days","Ecological Resources","CT","CMIP5",2070,"Add Flow
20%"
"Mean Percent of Annual Refuge Demand",14.71,"% of Years","Ecological Resources","CT","CMIP5",2070,"Add Flow
20%"
"Mean Annual Hydropower Generated (MW)",25147.6534,"MW","Hydropower","CT","CMIP5",2070,"Add Flow
20%"
"Boyle Mean Spill Volume per year",341.6041,"KAF","Hydropower","CT","CMIP5",2070,"Add Flow
20%"
"Copco1 Mean Spill Volume per year",374.9456,"KAF","Hydropower","CT","CMIP5",2070,"Add Flow
20%"
"Iron Gate Mean Spill Volume per year",687.8628,"KAF","Hydropower","CT","CMIP5",2070,"Add Flow
20%"
"Boyle Mean Spill Days per year",203.5333,"days","Hydropower","CT","CMIP5",2070,"Add Flow
20%"
"Copco1 Mean Spill Days per year",51.2333,"days","Hydropower","CT","CMIP5",2070,"Add Flow
20%"
"IronGate Mean Spill Days per year",135.2667,"days","Hydropower","CT","CMIP5",2070,"Add Flow
20%"
"Freq of UKL Flood Control Release",41.4712,"Percent of Days","Flood Control","CT","CMIP5",2070,"Add Flow
20%"
"Mean Ann UKL Flood Control Release Volume",311.3883,"KAF","Flood Control","CT","CMIP5",2070,"Add Flow
20%"
"KenoReach Mean Ann Fishing Days",241.4333,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
20%"
"BoyleReach Mean Ann Fishing Days",163.2333,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
20%"
"HellsCornerReach Mean Ann Fishing Days",253.4667,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
20%"
"IGScottReach Mean Ann Fishing Days",276.7333,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
20%"
"ScottSalmonReach Mean Ann Fishing Days",191.6,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
20%"
"SalmonTrinityReach Mean Ann Fishing Days",220.3333,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
20%"
"TrinityOceanReach Mean Ann Fishing Days",251.7333,"days","Recreation Fishing","CT","CMIP5",2070,"Add Flow
20%"
"KenoReach Mean Ann Boating Days",167.2,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
20%"
"BoyleReach Mean Ann Boating Days",51.3667,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
20%"
"HellsCornerReach Mean Ann Boating Days",173.3,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
20%"
"IGScottReach Mean Ann Boating Days",276.7333,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
20%"
"ScottSalmonReach Mean Ann Boating Days",243.3,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
20%"
"SalmonTrinityReach Mean Ann Boating Days",220.3333,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
20%"
"TrinityOceanReach Mean Ann Boating Days",251.7333,"days","Recreation Boating","CT","CMIP5",2070,"Add Flow
20%"
"Mean Percent Full Supply (Apr-Sep)",92.7306,"%","Water Delivery","CT","CMIP5",2070,"Add Flow
20%"
"Mean Annual UKL Stg and Inflow",1381.3562,"KAF","Water Delivery","CT","CMIP5",2070,"Add Flow
20%"
"Mean Annual Shasta Flow",198.2554,"cfs","Water Delivery","CT","CMIP5",2070,"Add Flow
20%"
"Mean Annual Scott Flow",766.2631,"cfs","Water Delivery","CT","CMIP5",2070,"Add Flow
20%"
"Mean Annual MWAT",80.102,"degF","Water Quality","CT","CMIP5",2070,"Add Flow
20%"
"Mean exceedence of MWAT - Poor",16.422,"degF","Water Quality","CT","CMIP5",2070,"Add Flow
20%"
"Frequency Meeting Dry Year Fish Targets Scott",69.7727,"% of Days","Ecological Resources","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Frequency Meeting Dry Year Fish Targets Shasta",57.607,"% of Days","Ecological Resources","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Mean Percent of Annual Refuge Demand",14.71,"% of Years","Ecological Resources","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Mean Annual Hydropower Generated (MW)",25147.6534,"MW","Hydropower","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Boyle Mean Spill Volume per year",341.6041,"KAF","Hydropower","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Copco1 Mean Spill Volume per year",374.9456,"KAF","Hydropower","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Iron Gate Mean Spill Volume per year",687.8628,"KAF","Hydropower","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Boyle Mean Spill Days per year",203.5333,"days","Hydropower","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Copco1 Mean Spill Days per year",51.2333,"days","Hydropower","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"IronGate Mean Spill Days per year",135.2667,"days","Hydropower","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Freq of UKL Flood Control Release",41.4712,"Percent of Days","Flood Control","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Mean Ann UKL Flood Control Release Volume",311.3883,"KAF","Flood Control","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"KenoReach Mean Ann Fishing Days",241.4333,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"BoyleReach Mean Ann Fishing Days",163.2333,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"HellsCornerReach Mean Ann Fishing Days",253.4667,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"IGScottReach Mean Ann Fishing Days",276.7333,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"ScottSalmonReach Mean Ann Fishing Days",191.6,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"SalmonTrinityReach Mean Ann Fishing Days",220.3333,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"TrinityOceanReach Mean Ann Fishing Days",251.7333,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"KenoReach Mean Ann Boating Days",167.2,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"BoyleReach Mean Ann Boating Days",51.3667,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"HellsCornerReach Mean Ann Boating Days",173.3,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"IGScottReach Mean Ann Boating Days",276.7333,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"ScottSalmonReach Mean Ann Boating Days",243.3,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"SalmonTrinityReach Mean Ann Boating Days",220.3333,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"TrinityOceanReach Mean Ann Boating Days",251.7333,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Mean Percent Full Supply (Apr-Sep)",92.7306,"%","Water Delivery","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Mean Annual UKL Stg and Inflow",1381.3562,"KAF","Water Delivery","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Mean Annual Shasta Flow",198.2554,"cfs","Water Delivery","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Mean Annual Scott Flow",766.2631,"cfs","Water Delivery","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Mean Annual MWAT",77.3797,"degF","Water Quality","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Mean exceedence of MWAT - Poor",13.6997,"degF","Water Quality","CT","CMIP5",2070,"Reduce
Tribs
4degC"
"Frequency Meeting Dry Year Fish Targets Scott",69.7727,"% of Days","Ecological Resources","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Frequency Meeting Dry Year Fish Targets Shasta",57.607,"% of Days","Ecological Resources","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Mean Percent of Annual Refuge Demand",14.71,"% of Years","Ecological Resources","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Mean Annual Hydropower Generated (MW)",25147.6534,"MW","Hydropower","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Boyle Mean Spill Volume per year",341.6041,"KAF","Hydropower","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Copco1 Mean Spill Volume per year",374.9456,"KAF","Hydropower","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Iron Gate Mean Spill Volume per year",687.8628,"KAF","Hydropower","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Boyle Mean Spill Days per year",203.5333,"days","Hydropower","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Copco1 Mean Spill Days per year",51.2333,"days","Hydropower","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"IronGate Mean Spill Days per year",135.2667,"days","Hydropower","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Freq of UKL Flood Control Release",41.4712,"Percent of Days","Flood Control","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Mean Ann UKL Flood Control Release Volume",311.3883,"KAF","Flood Control","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"KenoReach Mean Ann Fishing Days",241.4333,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"BoyleReach Mean Ann Fishing Days",163.2333,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"HellsCornerReach Mean Ann Fishing Days",253.4667,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"IGScottReach Mean Ann Fishing Days",276.7333,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"ScottSalmonReach Mean Ann Fishing Days",191.6,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"SalmonTrinityReach Mean Ann Fishing Days",220.3333,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"TrinityOceanReach Mean Ann Fishing Days",251.7333,"days","Recreation Fishing","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"KenoReach Mean Ann Boating Days",167.2,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"BoyleReach Mean Ann Boating Days",51.3667,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"HellsCornerReach Mean Ann Boating Days",173.3,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"IGScottReach Mean Ann Boating Days",276.7333,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"ScottSalmonReach Mean Ann Boating Days",243.3,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"SalmonTrinityReach Mean Ann Boating Days",220.3333,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"TrinityOceanReach Mean Ann Boating Days",251.7333,"days","Recreation Boating","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Mean Percent Full Supply (Apr-Sep)",92.7306,"%","Water Delivery","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Mean Annual UKL Stg and Inflow",1381.3562,"KAF","Water Delivery","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Mean Annual Shasta Flow",198.2554,"cfs","Water Delivery","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
"Mean Annual Scott Flow",766.2631,"cfs","Water Delivery","CT","CMIP5",2070,"Reduce
Dam
Outflow
4degC"
