"measure","value","units","category","scenario","climset","period","strategy"
"Boyle Mean Spill Volume per Year",493.4879,"KAF","Hydropower","WW","CMIP3",2070,"Baseline"
"Copco1 Mean Spill Volume per Year",529.2919,"KAF","Hydropower","WW","CMIP3",2070,"Baseline"
"Iron Gate Mean Spill Volume per Year",913.0865,"KAF","Hydropower","WW","CMIP3",2070,"Baseline"
"Boyle Mean Spill Days per Year",236.6667,"days","Hydropower","WW","CMIP3",2070,"Baseline"
"Copco1 Mean Spill Days per Year",64.9,"days","Hydropower","WW","CMIP3",2070,"Baseline"
"Iron Gate Mean Spill Days per Year",156.7,"days","Hydropower","WW","CMIP3",2070,"Baseline"
"Freq of UKL Flood Control Release",45.0397,"Percent of Days","Flood Control","WW","CMIP3",2070,"Baseline"
"Mean Ann UKL Flood Control Release Volume",419.3867,"KAF","Flood Control","WW","CMIP3",2070,"Baseline"
"KenoReach Mean Ann Fishing Days",207.2,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline"
"BoyleReach Mean Ann Fishing Days",119.8,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline"
"HellsCornerReach Mean Ann Fishing Days",229.0333,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline"
"IGScottReach Mean Ann Fishing Days",262.8667,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline"
"ScottSalmonReach Mean Ann Fishing Days",175.9,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline"
"SalmonTrinityReach Mean Ann Fishing Days",207.2,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline"
"TrinityOceanReach Mean Ann Fishing Days",235.2,"days","Recreation Fishing","WW","CMIP3",2070,"Baseline"
"KenoReach Mean Ann Boating Days",202,"days","Recreation Boating","WW","CMIP3",2070,"Baseline"
"BoyleReach Mean Ann Boating Days",59.8333,"days","Recreation Boating","WW","CMIP3",2070,"Baseline"
"HellsCornerReach Mean Ann Boating Days",193.4667,"days","Recreation Boating","WW","CMIP3",2070,"Baseline"
"IGScottReach Mean Ann Boating Days",262.8667,"days","Recreation Boating","WW","CMIP3",2070,"Baseline"
"ScottSalmonReach Mean Ann Boating Days",230.2667,"days","Recreation Boating","WW","CMIP3",2070,"Baseline"
"SalmonTrinityReach Mean Ann Boating Days",207.2,"days","Recreation Boating","WW","CMIP3",2070,"Baseline"
"TrinityOceanReach Mean Ann Boating Days",235.2,"days","Recreation Boating","WW","CMIP3",2070,"Baseline"
"Mean Project Supply (Apr-Sep)",373.8168,"KAF","Water Delivery","WW","CMIP3",2070,"Baseline"
"Mean Annual UKL Stg and Inflow",1544.2551,"KAF","Water Delivery","WW","CMIP3",2070,"Baseline"
"Mean Annual Shasta Flow",223.0565,"cfs","Water Delivery","WW","CMIP3",2070,"Baseline"
"Mean Annual Scott Flow",880.7489,"cfs","Water Delivery","WW","CMIP3",2070,"Baseline"
"Mean Annual MWAT",80.252,"degF","Water Quality","WW","CMIP3",2070,"Baseline"
"Mean exceedence of MWAT - Poor",16.572,"degF","Water Quality","WW","CMIP3",2070,"Baseline"
"Frequency Meeting Dry Year Fish Targets Scott",72.7571,"% of Days","Ecological Resources","WW","CMIP3",2070,"Reduce
ET 30%"
"Frequency Meeting Dry Year Fish Targets Shasta",62.1977,"% of Days","Ecological Resources","WW","CMIP3",2070,"Reduce
ET 30%"
"Mean Annual Water Delivery to LKNWR",16.0332,"KAF","Ecological Resources","WW","CMIP3",2070,"Reduce
ET 30%"
"Mean Annual Hydropower Generated (MW)",27921.2526,"MW","Hydropower","WW","CMIP3",2070,"Reduce
ET 30%"
"Boyle Mean Spill Volume per Year",496.902,"KAF","Hydropower","WW","CMIP3",2070,"Reduce
ET 30%"
"Copco1 Mean Spill Volume per Year",532.6056,"KAF","Hydropower","WW","CMIP3",2070,"Reduce
ET 30%"
"Iron Gate Mean Spill Volume per Year",917.4902,"KAF","Hydropower","WW","CMIP3",2070,"Reduce
ET 30%"
"Boyle Mean Spill Days per Year",236.6667,"days","Hydropower","WW","CMIP3",2070,"Reduce
ET 30%"
"Copco1 Mean Spill Days per Year",65.2333,"days","Hydropower","WW","CMIP3",2070,"Reduce
ET 30%"
"Iron Gate Mean Spill Days per Year",157.6,"days","Hydropower","WW","CMIP3",2070,"Reduce
ET 30%"
"Freq of UKL Flood Control Release",44.5104,"Percent of Days","Flood Control","WW","CMIP3",2070,"Reduce
ET 30%"
"Mean Ann UKL Flood Control Release Volume",421.0035,"KAF","Flood Control","WW","CMIP3",2070,"Reduce
ET 30%"
"KenoReach Mean Ann Fishing Days",205.8,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 30%"
"BoyleReach Mean Ann Fishing Days",118.9,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 30%"
"HellsCornerReach Mean Ann Fishing Days",228.3333,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 30%"
"IGScottReach Mean Ann Fishing Days",262.6,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 30%"
"ScottSalmonReach Mean Ann Fishing Days",175.7667,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 30%"
"SalmonTrinityReach Mean Ann Fishing Days",207.3,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 30%"
"TrinityOceanReach Mean Ann Fishing Days",235.1667,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 30%"
"KenoReach Mean Ann Boating Days",201.4333,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 30%"
"BoyleReach Mean Ann Boating Days",59.7333,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 30%"
"HellsCornerReach Mean Ann Boating Days",194.8,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 30%"
"IGScottReach Mean Ann Boating Days",262.6,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 30%"
"ScottSalmonReach Mean Ann Boating Days",230.1667,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 30%"
"SalmonTrinityReach Mean Ann Boating Days",207.3,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 30%"
"TrinityOceanReach Mean Ann Boating Days",235.1667,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 30%"
"Mean Project Supply (Apr-Sep)",374.4557,"KAF","Water Delivery","WW","CMIP3",2070,"Reduce
ET 30%"
"Mean Annual UKL Stg and Inflow",1550.3661,"KAF","Water Delivery","WW","CMIP3",2070,"Reduce
ET 30%"
"Mean Annual Shasta Flow",222.6338,"cfs","Water Delivery","WW","CMIP3",2070,"Reduce
ET 30%"
"Mean Annual Scott Flow",881.8964,"cfs","Water Delivery","WW","CMIP3",2070,"Reduce
ET 30%"
"Mean Annual MWAT",80.252,"degF","Water Quality","WW","CMIP3",2070,"Reduce
ET 30%"
"Mean exceedence of MWAT - Poor",16.572,"degF","Water Quality","WW","CMIP3",2070,"Reduce
ET 30%"
"Frequency Meeting Dry Year Fish Targets Scott",71.9175,"% of Days","Ecological Resources","WW","CMIP3",2070,"Reduce
ET 50%"
"Frequency Meeting Dry Year Fish Targets Shasta",60.8561,"% of Days","Ecological Resources","WW","CMIP3",2070,"Reduce
ET 50%"
"Mean Annual Water Delivery to LKNWR",17.4467,"KAF","Ecological Resources","WW","CMIP3",2070,"Reduce
ET 50%"
"Mean Annual Hydropower Generated (MW)",27991.4678,"MW","Hydropower","WW","CMIP3",2070,"Reduce
ET 50%"
"Boyle Mean Spill Volume per Year",498.9992,"KAF","Hydropower","WW","CMIP3",2070,"Reduce
ET 50%"
"Copco1 Mean Spill Volume per Year",534.706,"KAF","Hydropower","WW","CMIP3",2070,"Reduce
ET 50%"
"Iron Gate Mean Spill Volume per Year",921.0097,"KAF","Hydropower","WW","CMIP3",2070,"Reduce
ET 50%"
"Boyle Mean Spill Days per Year",236.6667,"days","Hydropower","WW","CMIP3",2070,"Reduce
ET 50%"
"Copco1 Mean Spill Days per Year",65.5,"days","Hydropower","WW","CMIP3",2070,"Reduce
ET 50%"
"Iron Gate Mean Spill Days per Year",157.9333,"days","Hydropower","WW","CMIP3",2070,"Reduce
ET 50%"
"Freq of UKL Flood Control Release",44.483,"Percent of Days","Flood Control","WW","CMIP3",2070,"Reduce
ET 50%"
"Mean Ann UKL Flood Control Release Volume",422.3816,"KAF","Flood Control","WW","CMIP3",2070,"Reduce
ET 50%"
"KenoReach Mean Ann Fishing Days",205.3667,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 50%"
"BoyleReach Mean Ann Fishing Days",117.7333,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 50%"
"HellsCornerReach Mean Ann Fishing Days",227.4667,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 50%"
"IGScottReach Mean Ann Fishing Days",262.3333,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 50%"
"ScottSalmonReach Mean Ann Fishing Days",175.8,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 50%"
"SalmonTrinityReach Mean Ann Fishing Days",207.4,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 50%"
"TrinityOceanReach Mean Ann Fishing Days",235.2,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce
ET 50%"
"KenoReach Mean Ann Boating Days",201.7667,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 50%"
"BoyleReach Mean Ann Boating Days",59.5333,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 50%"
"HellsCornerReach Mean Ann Boating Days",195.3333,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 50%"
"IGScottReach Mean Ann Boating Days",262.3333,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 50%"
"ScottSalmonReach Mean Ann Boating Days",230.1333,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 50%"
"SalmonTrinityReach Mean Ann Boating Days",207.4,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 50%"
"TrinityOceanReach Mean Ann Boating Days",235.2,"days","Recreation Boating","WW","CMIP3",2070,"Reduce
ET 50%"
"Mean Project Supply (Apr-Sep)",374.8926,"KAF","Water Delivery","WW","CMIP3",2070,"Reduce
ET 50%"
"Mean Annual UKL Stg and Inflow",1554.1082,"KAF","Water Delivery","WW","CMIP3",2070,"Reduce
ET 50%"
"Mean Annual Shasta Flow",222.4625,"cfs","Water Delivery","WW","CMIP3",2070,"Reduce
ET 50%"
"Mean Annual Scott Flow",882.8396,"cfs","Water Delivery","WW","CMIP3",2070,"Reduce
ET 50%"
"Mean Annual MWAT",80.2571,"degF","Water Quality","WW","CMIP3",2070,"Reduce
ET 50%"
"Mean exceedence of MWAT - Poor",16.5771,"degF","Water Quality","WW","CMIP3",2070,"Reduce
ET 50%"
"Frequency Meeting Dry Year Fish Targets Scott",73.323,"% of Days","Ecological Resources","WW","CMIP3",2070,"Add
30KAF"
"Frequency Meeting Dry Year Fish Targets Shasta",62.9734,"% of Days","Ecological Resources","WW","CMIP3",2070,"Add
30KAF"
"Mean Annual Water Delivery to LKNWR",15.4576,"KAF","Ecological Resources","WW","CMIP3",2070,"Add
30KAF"
"Mean Annual Hydropower Generated (MW)",28197.0027,"MW","Hydropower","WW","CMIP3",2070,"Add
30KAF"
"Boyle Mean Spill Volume per Year",505.2351,"KAF","Hydropower","WW","CMIP3",2070,"Add
30KAF"
"Copco1 Mean Spill Volume per Year",541.416,"KAF","Hydropower","WW","CMIP3",2070,"Add
30KAF"
"Iron Gate Mean Spill Volume per Year",934.224,"KAF","Hydropower","WW","CMIP3",2070,"Add
30KAF"
"Boyle Mean Spill Days per Year",237.3667,"days","Hydropower","WW","CMIP3",2070,"Add
30KAF"
"Copco1 Mean Spill Days per Year",66.3333,"days","Hydropower","WW","CMIP3",2070,"Add
30KAF"
"Iron Gate Mean Spill Days per Year",160.4667,"days","Hydropower","WW","CMIP3",2070,"Add
30KAF"
"Freq of UKL Flood Control Release",45.2314,"Percent of Days","Flood Control","WW","CMIP3",2070,"Add
30KAF"
"Mean Ann UKL Flood Control Release Volume",431.4784,"KAF","Flood Control","WW","CMIP3",2070,"Add
30KAF"
"KenoReach Mean Ann Fishing Days",203.6,"days","Recreation Fishing","WW","CMIP3",2070,"Add
30KAF"
"BoyleReach Mean Ann Fishing Days",116.7333,"days","Recreation Fishing","WW","CMIP3",2070,"Add
30KAF"
"HellsCornerReach Mean Ann Fishing Days",225.4667,"days","Recreation Fishing","WW","CMIP3",2070,"Add
30KAF"
"IGScottReach Mean Ann Fishing Days",261.6667,"days","Recreation Fishing","WW","CMIP3",2070,"Add
30KAF"
"ScottSalmonReach Mean Ann Fishing Days",175.5333,"days","Recreation Fishing","WW","CMIP3",2070,"Add
30KAF"
"SalmonTrinityReach Mean Ann Fishing Days",207.1667,"days","Recreation Fishing","WW","CMIP3",2070,"Add
30KAF"
"TrinityOceanReach Mean Ann Fishing Days",235,"days","Recreation Fishing","WW","CMIP3",2070,"Add
30KAF"
"KenoReach Mean Ann Boating Days",202.4,"days","Recreation Boating","WW","CMIP3",2070,"Add
30KAF"
"BoyleReach Mean Ann Boating Days",58.5667,"days","Recreation Boating","WW","CMIP3",2070,"Add
30KAF"
"HellsCornerReach Mean Ann Boating Days",197.2667,"days","Recreation Boating","WW","CMIP3",2070,"Add
30KAF"
"IGScottReach Mean Ann Boating Days",261.6667,"days","Recreation Boating","WW","CMIP3",2070,"Add
30KAF"
"ScottSalmonReach Mean Ann Boating Days",229.4667,"days","Recreation Boating","WW","CMIP3",2070,"Add
30KAF"
"SalmonTrinityReach Mean Ann Boating Days",207.1667,"days","Recreation Boating","WW","CMIP3",2070,"Add
30KAF"
"TrinityOceanReach Mean Ann Boating Days",235,"days","Recreation Boating","WW","CMIP3",2070,"Add
30KAF"
"Mean Project Supply (Apr-Sep)",376.5777,"KAF","Water Delivery","WW","CMIP3",2070,"Add
30KAF"
"Mean Annual UKL Stg and Inflow",1563.868,"KAF","Water Delivery","WW","CMIP3",2070,"Add
30KAF"
"Mean Annual Shasta Flow",223.0565,"cfs","Water Delivery","WW","CMIP3",2070,"Add
30KAF"
"Mean Annual Scott Flow",880.7489,"cfs","Water Delivery","WW","CMIP3",2070,"Add
30KAF"
"Mean Annual MWAT",80.2631,"degF","Water Quality","WW","CMIP3",2070,"Add
30KAF"
"Mean exceedence of MWAT - Poor",16.5831,"degF","Water Quality","WW","CMIP3",2070,"Add
30KAF"
"Frequency Meeting Dry Year Fish Targets Scott",70.5029,"% of Days","Ecological Resources","WW","CMIP5",2030,"Historical"
"Frequency Meeting Dry Year Fish Targets Shasta",56.8769,"% of Days","Ecological Resources","WW","CMIP5",2030,"Historical"
"Mean Annual Water Delivery to LKNWR",24.6143,"KAF","Ecological Resources","WW","CMIP5",2030,"Historical"
"Mean Annual Hydropower Generated (MW)",26741.1142,"MW","Hydropower","WW","CMIP5",2030,"Historical"
"Boyle Mean Spill Volume per Year",163.0602,"KAF","Hydropower","WW","CMIP5",2030,"Historical"
"Copco1 Mean Spill Volume per Year",186.3791,"KAF","Hydropower","WW","CMIP5",2030,"Historical"
"Iron Gate Mean Spill Volume per Year",533.8601,"KAF","Hydropower","WW","CMIP5",2030,"Historical"
"Boyle Mean Spill Days per Year",105.9,"days","Hydropower","WW","CMIP5",2030,"Historical"
"Copco1 Mean Spill Days per Year",42.8,"days","Hydropower","WW","CMIP5",2030,"Historical"
"Iron Gate Mean Spill Days per Year",170.3333,"days","Hydropower","WW","CMIP5",2030,"Historical"
"Freq of UKL Flood Control Release",44.1179,"Percent of Days","Flood Control","WW","CMIP5",2030,"Historical"
"Mean Ann UKL Flood Control Release Volume",224.4786,"KAF","Flood Control","WW","CMIP5",2030,"Historical"
"KenoReach Mean Ann Fishing Days",247.6667,"days","Recreation Fishing","WW","CMIP5",2030,"Historical"
"BoyleReach Mean Ann Fishing Days",154.9,"days","Recreation Fishing","WW","CMIP5",2030,"Historical"
"HellsCornerReach Mean Ann Fishing Days",220.4333,"days","Recreation Fishing","WW","CMIP5",2030,"Historical"
"IGScottReach Mean Ann Fishing Days",274.7333,"days","Recreation Fishing","WW","CMIP5",2030,"Historical"
"ScottSalmonReach Mean Ann Fishing Days",183.9667,"days","Recreation Fishing","WW","CMIP5",2030,"Historical"
"SalmonTrinityReach Mean Ann Fishing Days",213.9333,"days","Recreation Fishing","WW","CMIP5",2030,"Historical"
"TrinityOceanReach Mean Ann Fishing Days",252.9333,"days","Recreation Fishing","WW","CMIP5",2030,"Historical"
"KenoReach Mean Ann Boating Days",171.8,"days","Recreation Boating","WW","CMIP5",2030,"Historical"
"BoyleReach Mean Ann Boating Days",59,"days","Recreation Boating","WW","CMIP5",2030,"Historical"
"HellsCornerReach Mean Ann Boating Days",256,"days","Recreation Boating","WW","CMIP5",2030,"Historical"
"IGScottReach Mean Ann Boating Days",274.7333,"days","Recreation Boating","WW","CMIP5",2030,"Historical"
"ScottSalmonReach Mean Ann Boating Days",249.2333,"days","Recreation Boating","WW","CMIP5",2030,"Historical"
"SalmonTrinityReach Mean Ann Boating Days",213.9333,"days","Recreation Boating","WW","CMIP5",2030,"Historical"
"TrinityOceanReach Mean Ann Boating Days",252.9333,"days","Recreation Boating","WW","CMIP5",2030,"Historical"
"Mean Project Supply (Apr-Sep)",361.3104,"KAF","Water Delivery","WW","CMIP5",2030,"Historical"
"Mean Annual UKL Stg and Inflow",1377.9978,"KAF","Water Delivery","WW","CMIP5",2030,"Historical"
"Mean Annual Shasta Flow",187.6871,"cfs","Water Delivery","WW","CMIP5",2030,"Historical"
"Mean Annual Scott Flow",668.7854,"cfs","Water Delivery","WW","CMIP5",2030,"Historical"
"Mean Annual MWAT",75.7443,"degF","Water Quality","WW","CMIP5",2030,"Historical"
"Mean exceedence of MWAT - Poor",12.0643,"degF","Water Quality","WW","CMIP5",2030,"Historical"
"Frequency Meeting Dry Year Fish Targets Scott",73.9436,"% of Days","Ecological Resources","WW","CMIP5",2030,"Baseline"
"Frequency Meeting Dry Year Fish Targets Shasta",60.2355,"% of Days","Ecological Resources","WW","CMIP5",2030,"Baseline"
"Mean Annual Water Delivery to LKNWR",19.3812,"KAF","Ecological Resources","WW","CMIP5",2030,"Baseline"
"Mean Annual Hydropower Generated (MW)",27029.5437,"MW","Hydropower","WW","CMIP5",2030,"Baseline"
"Boyle Mean Spill Volume per Year",319.4842,"KAF","Hydropower","WW","CMIP5",2030,"Baseline"
"Copco1 Mean Spill Volume per Year",347.0357,"KAF","Hydropower","WW","CMIP5",2030,"Baseline"
"Iron Gate Mean Spill Volume per Year",709.8225,"KAF","Hydropower","WW","CMIP5",2030,"Baseline"
"Boyle Mean Spill Days per Year",187.8,"days","Hydropower","WW","CMIP5",2030,"Baseline"
"Copco1 Mean Spill Days per Year",55.5333,"days","Hydropower","WW","CMIP5",2030,"Baseline"
"Iron Gate Mean Spill Days per Year",144.5333,"days","Hydropower","WW","CMIP5",2030,"Baseline"
"Freq of UKL Flood Control Release",46.217,"Percent of Days","Flood Control","WW","CMIP5",2030,"Baseline"
"Mean Ann UKL Flood Control Release Volume",334.2088,"KAF","Flood Control","WW","CMIP5",2030,"Baseline"
"KenoReach Mean Ann Fishing Days",233.5667,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline"
"BoyleReach Mean Ann Fishing Days",136.7333,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline"
"HellsCornerReach Mean Ann Fishing Days",243.3,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline"
"IGScottReach Mean Ann Fishing Days",274.4,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline"
"ScottSalmonReach Mean Ann Fishing Days",179.1,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline"
"SalmonTrinityReach Mean Ann Fishing Days",206.3667,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline"
"TrinityOceanReach Mean Ann Fishing Days",236.8,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline"
"KenoReach Mean Ann Boating Days",190.3333,"days","Recreation Boating","WW","CMIP5",2030,"Baseline"
"BoyleReach Mean Ann Boating Days",57.4,"days","Recreation Boating","WW","CMIP5",2030,"Baseline"
"HellsCornerReach Mean Ann Boating Days",209.7667,"days","Recreation Boating","WW","CMIP5",2030,"Baseline"
"IGScottReach Mean Ann Boating Days",274.4,"days","Recreation Boating","WW","CMIP5",2030,"Baseline"
"ScottSalmonReach Mean Ann Boating Days",233.6667,"days","Recreation Boating","WW","CMIP5",2030,"Baseline"
"SalmonTrinityReach Mean Ann Boating Days",206.3667,"days","Recreation Boating","WW","CMIP5",2030,"Baseline"
"TrinityOceanReach Mean Ann Boating Days",236.8,"days","Recreation Boating","WW","CMIP5",2030,"Baseline"
"Mean Project Supply (Apr-Sep)",371.4376,"KAF","Water Delivery","WW","CMIP5",2030,"Baseline"
"Mean Annual UKL Stg and Inflow",1463.9046,"KAF","Water Delivery","WW","CMIP5",2030,"Baseline"
"Mean Annual Shasta Flow",212.2924,"cfs","Water Delivery","WW","CMIP5",2030,"Baseline"
"Mean Annual Scott Flow",827.2676,"cfs","Water Delivery","WW","CMIP5",2030,"Baseline"
"Mean Annual MWAT",78.9963,"degF","Water Quality","WW","CMIP5",2030,"Baseline"
"Mean exceedence of MWAT - Poor",15.3163,"degF","Water Quality","WW","CMIP5",2030,"Baseline"
"Frequency Meeting Dry Year Fish Targets Scott",73.6242,"% of Days","Ecological Resources","WW","CMIP5",2030,"Reduce
ET 30%"
"Frequency Meeting Dry Year Fish Targets Shasta",59.7061,"% of Days","Ecological Resources","WW","CMIP5",2030,"Reduce
ET 30%"
"Mean Annual Water Delivery to LKNWR",21.2134,"KAF","Ecological Resources","WW","CMIP5",2030,"Reduce
ET 30%"
"Mean Annual Hydropower Generated (MW)",27089.8268,"MW","Hydropower","WW","CMIP5",2030,"Reduce
ET 30%"
"Boyle Mean Spill Volume per Year",320.0068,"KAF","Hydropower","WW","CMIP5",2030,"Reduce
ET 30%"
"Copco1 Mean Spill Volume per Year",347.5113,"KAF","Hydropower","WW","CMIP5",2030,"Reduce
ET 30%"
"Iron Gate Mean Spill Volume per Year",711.8138,"KAF","Hydropower","WW","CMIP5",2030,"Reduce
ET 30%"
"Boyle Mean Spill Days per Year",188,"days","Hydropower","WW","CMIP5",2030,"Reduce
ET 30%"
"Copco1 Mean Spill Days per Year",55.5333,"days","Hydropower","WW","CMIP5",2030,"Reduce
ET 30%"
"Iron Gate Mean Spill Days per Year",144.3667,"days","Hydropower","WW","CMIP5",2030,"Reduce
ET 30%"
"Freq of UKL Flood Control Release",45.1675,"Percent of Days","Flood Control","WW","CMIP5",2030,"Reduce
ET 30%"
"Mean Ann UKL Flood Control Release Volume",335.0236,"KAF","Flood Control","WW","CMIP5",2030,"Reduce
ET 30%"
"KenoReach Mean Ann Fishing Days",233.1667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 30%"
"BoyleReach Mean Ann Fishing Days",136.4667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 30%"
"HellsCornerReach Mean Ann Fishing Days",242.4,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 30%"
"IGScottReach Mean Ann Fishing Days",273.9667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 30%"
"ScottSalmonReach Mean Ann Fishing Days",178.9667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 30%"
"SalmonTrinityReach Mean Ann Fishing Days",206.3667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 30%"
"TrinityOceanReach Mean Ann Fishing Days",236.7667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 30%"
"KenoReach Mean Ann Boating Days",190.3,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 30%"
"BoyleReach Mean Ann Boating Days",57.9,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 30%"
"HellsCornerReach Mean Ann Boating Days",210.5,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 30%"
"IGScottReach Mean Ann Boating Days",273.9667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 30%"
"ScottSalmonReach Mean Ann Boating Days",233.5333,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 30%"
"SalmonTrinityReach Mean Ann Boating Days",206.3667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 30%"
"TrinityOceanReach Mean Ann Boating Days",236.7667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 30%"
"Mean Project Supply (Apr-Sep)",371.9107,"KAF","Water Delivery","WW","CMIP5",2030,"Reduce
ET 30%"
"Mean Annual UKL Stg and Inflow",1466.6778,"KAF","Water Delivery","WW","CMIP5",2030,"Reduce
ET 30%"
"Mean Annual Shasta Flow",212.5913,"cfs","Water Delivery","WW","CMIP5",2030,"Reduce
ET 30%"
"Mean Annual Scott Flow",827.9518,"cfs","Water Delivery","WW","CMIP5",2030,"Reduce
ET 30%"
"Mean Annual MWAT",78.9963,"degF","Water Quality","WW","CMIP5",2030,"Reduce
ET 30%"
"Mean exceedence of MWAT - Poor",15.3163,"degF","Water Quality","WW","CMIP5",2030,"Reduce
ET 30%"
"Frequency Meeting Dry Year Fish Targets Scott",73.0309,"% of Days","Ecological Resources","WW","CMIP5",2030,"Reduce
ET 50%"
"Frequency Meeting Dry Year Fish Targets Shasta",59.3684,"% of Days","Ecological Resources","WW","CMIP5",2030,"Reduce
ET 50%"
"Mean Annual Water Delivery to LKNWR",23.1559,"KAF","Ecological Resources","WW","CMIP5",2030,"Reduce
ET 50%"
"Mean Annual Hydropower Generated (MW)",27120.1843,"MW","Hydropower","WW","CMIP5",2030,"Reduce
ET 50%"
"Boyle Mean Spill Volume per Year",320.6619,"KAF","Hydropower","WW","CMIP5",2030,"Reduce
ET 50%"
"Copco1 Mean Spill Volume per Year",348.2615,"KAF","Hydropower","WW","CMIP5",2030,"Reduce
ET 50%"
"Iron Gate Mean Spill Volume per Year",713.3861,"KAF","Hydropower","WW","CMIP5",2030,"Reduce
ET 50%"
"Boyle Mean Spill Days per Year",188.0333,"days","Hydropower","WW","CMIP5",2030,"Reduce
ET 50%"
"Copco1 Mean Spill Days per Year",55.8667,"days","Hydropower","WW","CMIP5",2030,"Reduce
ET 50%"
"Iron Gate Mean Spill Days per Year",144.2667,"days","Hydropower","WW","CMIP5",2030,"Reduce
ET 50%"
"Freq of UKL Flood Control Release",45.1218,"Percent of Days","Flood Control","WW","CMIP5",2030,"Reduce
ET 50%"
"Mean Ann UKL Flood Control Release Volume",335.0615,"KAF","Flood Control","WW","CMIP5",2030,"Reduce
ET 50%"
"KenoReach Mean Ann Fishing Days",233.0667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 50%"
"BoyleReach Mean Ann Fishing Days",136.3667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 50%"
"HellsCornerReach Mean Ann Fishing Days",242.2,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 50%"
"IGScottReach Mean Ann Fishing Days",273.9667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 50%"
"ScottSalmonReach Mean Ann Fishing Days",178.9,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 50%"
"SalmonTrinityReach Mean Ann Fishing Days",206.3667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 50%"
"TrinityOceanReach Mean Ann Fishing Days",236.8667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce
ET 50%"
"KenoReach Mean Ann Boating Days",189.8333,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 50%"
"BoyleReach Mean Ann Boating Days",58.0667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 50%"
